item_id,x,y,cluster
276944,0.09267342,-0.62529266,Grupo 6
73177,-0.4091468,-0.37890813,Grupo 1
66825,0.27218258,-0.32379186,Grupo 2
120385,0.2554419,-0.14053038,Grupo 2
261860,-0.65995157,-0.00924376,Grupo 5
464812,-1.577369,0.50880086,Grupo 5
267131,0.5957322,-0.33977696,Grupo 4
268032,-0.28131986,-0.0730722,Grupo 6
382404,0.4805498,-0.021689806,Grupo 2
317107,-1.2886435,-1.0993614,Grupo 1
134808,0.33478904,0.25044987,Grupo 4
282674,0.1266973,-0.18407115,Grupo 3
12397,0.34639096,-0.14113677,Grupo 2
402790,-0.13822925,0.122992575,Grupo 3
136301,-0.12239444,-0.19500796,Grupo 6
101883,0.29674459,0.04782393,Grupo 4
171382,0.7679374,0.3314993,Grupo 4
45227,-0.21963072,0.12862422,Grupo 6
280272,-0.29724824,-0.77342355,Grupo 1
395071,-0.8553475,0.3303654,Grupo 5
421599,0.32377148,-0.7612946,Grupo 4
362339,-0.25639355,0.20801473,Grupo 3
353866,0.90820956,-0.16325492,Grupo 4
246080,-0.13208652,-0.04576218,Grupo 3
460765,-0.59999907,-0.09191278,Grupo 5
183001,0.8281779,0.10918562,Grupo 4
456395,-0.43077683,-0.35331216,Grupo 1
238913,0.5526228,0.23062587,Grupo 3
326486,0.61013603,0.24100092,Grupo 2
118998,0.75862837,-0.59045935,Grupo 4
193895,-0.5842254,-0.5492301,Grupo 1
364073,-0.5983919,0.40886143,Grupo 3
315919,-0.15848482,0.37349436,Grupo 3
438769,0.59270406,-0.21918108,Grupo 4
149550,-0.03823173,0.22988221,Grupo 2
214498,0.48690057,0.19786954,Grupo 2
26692,0.32654762,-0.6732199,Grupo 4
403207,0.111801505,0.4931024,Grupo 6
225504,-0.806496,0.3686568,Grupo 5
147432,0.24134207,-0.010213215,Grupo 4
303587,0.7140882,0.5931096,Grupo 4
222415,0.53961396,-0.25501457,Grupo 4
90688,0.014584541,0.19556147,Grupo 2
52815,-1.1442358,0.6257312,Grupo 5
238348,-0.89799786,-0.82884955,Grupo 1
220841,0.49775338,0.034958877,Grupo 2
259542,0.2587092,-0.22877124,Grupo 3
330307,-0.43302345,0.34457475,Grupo 5
45339,0.8285372,-0.15495938,Grupo 4
416012,-0.67567176,-0.055142116,Grupo 6
461274,-0.9467925,-0.35035458,Grupo 1
315213,-0.31827164,0.35505554,Grupo 5
378489,-0.7708841,0.39347064,Grupo 5
342583,0.50353885,0.040895462,Grupo 2
453857,0.5781634,0.12590387,Grupo 2
286596,0.65763044,-0.283479,Grupo 4
260656,0.62406516,0.038147733,Grupo 2
147019,1.0379057,-0.19020043,Grupo 4
157361,0.3253342,0.41420946,Grupo 3
99685,0.35108542,0.13173488,Grupo 2
215905,0.30486453,0.1712657,Grupo 3
386033,0.40322566,0.2039738,Grupo 2
211690,0.86703515,-0.09529118,Grupo 4
307719,0.31283844,-0.6329262,Grupo 6
157388,0.80078816,0.13214946,Grupo 4
235319,0.6039853,0.19368881,Grupo 4
133863,0.9616885,-0.4060585,Grupo 4
120963,0.1949476,-0.051405556,Grupo 4
33919,0.6941669,0.12379816,Grupo 4
233427,-1.762738,0.45849386,Grupo 5
64470,-0.9311689,0.40031606,Grupo 5
15466,-1.2159975,-0.5261889,Grupo 1
103882,-0.03238535,0.41468638,Grupo 2
143298,-0.09693396,-1.1280831,Grupo 6
209547,0.43118405,-0.060622964,Grupo 4
424166,-0.14486456,-0.26216835,Grupo 3
24163,0.16995275,-0.49138984,Grupo 2
31310,-0.1671989,-0.42002276,Grupo 6
83132,-0.18007576,0.4711332,Grupo 6
275109,0.7525394,0.3597394,Grupo 4
392346,0.6350746,-0.34865206,Grupo 4
30513,-0.32451165,-0.25336257,Grupo 6
290813,0.30245924,-0.46538025,Grupo 2
187244,-0.6843927,0.061708376,Grupo 3
426313,0.1523844,-0.4913373,Grupo 6
393741,0.53713346,-0.31475225,Grupo 4
291981,0.45760226,-0.18865573,Grupo 4
118400,0.46930647,0.21038687,Grupo 4
245699,0.75067973,0.14768851,Grupo 2
432203,0.700927,0.52549374,Grupo 4
344504,-1.0800338,-0.7491858,Grupo 1
156897,-0.825102,-0.20051247,Grupo 1
290014,-0.28438342,-0.22989595,Grupo 6
244227,-0.9760018,0.22609651,Grupo 5
219000,0.30142415,-0.12182549,Grupo 2
47037,0.35271835,-0.37355074,Grupo 2
438825,-1.0323166,-0.5088243,Grupo 1
200419,1.1043878,-0.16609347,Grupo 4
450836,0.4460113,0.47502455,Grupo 3
47847,0.046087027,0.7053354,Grupo 3
444707,0.13819277,0.17420775,Grupo 3
321386,0.5643289,0.22136587,Grupo 4
366128,0.23835194,-0.4416669,Grupo 2
193401,0.53955936,-0.5636458,Grupo 4
162873,0.7932553,0.28741437,Grupo 4
155925,0.73642874,-0.17879607,Grupo 4
430580,0.521904,0.054410324,Grupo 3
81094,0.2950896,-0.8056258,Grupo 6
5024,0.5963807,0.1670156,Grupo 2
174008,0.7637358,0.06050791,Grupo 4
237129,0.678262,0.3504459,Grupo 4
152075,0.2580217,0.21841046,Grupo 3
155906,0.77938104,-0.20243168,Grupo 4
318804,0.6885233,0.32719326,Grupo 2
386636,-0.7526752,0.1579779,Grupo 6
333314,-0.74499524,0.19012445,Grupo 5
459174,-0.13720465,-0.08580963,Grupo 6
320473,-0.07772732,0.58169794,Grupo 3
45488,0.013081908,-0.21383771,Grupo 3
126019,-1.2259693,-0.49822086,Grupo 1
66187,-1.4879229,-1.4153013,Grupo 1
318682,0.9892981,0.3461202,Grupo 2
271309,0.6455624,-0.41727126,Grupo 4
165562,0.39197898,0.23892474,Grupo 3
71479,0.023804069,0.46548036,Grupo 3
410460,-0.71892494,0.08814427,Grupo 6
151772,0.25407267,0.6220664,Grupo 3
91048,-0.19922769,0.390289,Grupo 6
72038,0.99396443,-0.09794515,Grupo 4
436824,0.25504827,0.10453345,Grupo 2
241852,-0.2801355,0.08889337,Grupo 3
404264,-0.79068583,0.72718346,Grupo 5
235635,-0.48452914,0.024276435,Grupo 2
33937,-0.009336114,-0.50514007,Grupo 6
47586,-0.96877563,-0.22585624,Grupo 5
219926,0.5617168,0.07076956,Grupo 4
464086,0.62176204,0.06688917,Grupo 4
303942,0.050017238,0.24439764,Grupo 2
369365,0.7682526,-0.16736275,Grupo 4
417136,0.19614351,-0.1560285,Grupo 2
161249,0.05735159,-0.24335085,Grupo 2
145403,-1.0647147,-0.21814801,Grupo 6
285948,-0.67905885,0.20030946,Grupo 5
274326,-0.22555411,-0.26005477,Grupo 6
171800,0.85355306,-0.17685002,Grupo 4
165230,-0.82450867,-0.76391304,Grupo 1
240405,0.4289143,-0.20896468,Grupo 2
203694,-0.05485618,-0.70333815,Grupo 2
184242,-0.7321538,0.41710928,Grupo 5
81230,0.02793312,-0.06307497,Grupo 2
254874,0.09011865,0.014586605,Grupo 6
229009,-0.11590481,0.5099772,Grupo 6
353465,-0.024018645,-0.24931556,Grupo 6
412650,-0.6924315,0.49253133,Grupo 5
276839,0.36329556,-0.0013693348,Grupo 3
265282,0.74602246,-0.2679825,Grupo 2
294952,0.75296116,0.31664258,Grupo 4
188623,-0.50547194,0.20047924,Grupo 6
5126,0.33388066,-0.46082902,Grupo 4
105873,-0.301651,-0.09447815,Grupo 2
245822,-0.6694911,-0.7193999,Grupo 6
233695,-0.7213256,-0.813717,Grupo 6
160480,-0.2260468,0.2146982,Grupo 3
160839,0.4840362,-0.23270883,Grupo 4
35503,-0.09543681,0.68325865,Grupo 3
237152,0.44260097,-0.16229367,Grupo 4
409015,0.004052639,0.03676536,Grupo 3
416891,0.038843155,0.38034955,Grupo 3
36599,0.10036707,-0.06981396,Grupo 3
61115,0.6489847,-0.14873876,Grupo 4
252169,0.37598467,-0.019570652,Grupo 2
432600,-0.006358981,0.23327222,Grupo 6
120990,-0.9570138,0.2793377,Grupo 5
228856,0.7397437,0.1756475,Grupo 4
320298,0.64156055,-0.13887428,Grupo 2
341612,0.4153576,0.19910136,Grupo 3
377731,0.6151812,-0.20580983,Grupo 4
396683,0.06834483,0.7847034,Grupo 3
408589,0.79482937,0.2359815,Grupo 2
239055,0.5690565,-0.24385154,Grupo 4
447740,0.39644384,0.1143513,Grupo 3
381116,0.56630826,-0.20920533,Grupo 2
169814,0.7839291,0.42570296,Grupo 4
448294,0.39196014,-0.04330522,Grupo 3
147844,0.7243972,-0.028296739,Grupo 4
114409,0.9416995,-0.1710166,Grupo 4
170651,0.037094355,0.68444884,Grupo 3
111198,0.9473586,0.055429533,Grupo 4
444653,0.932153,-0.117565766,Grupo 4
432480,-0.510342,-0.48301113,Grupo 1
234869,-0.83248985,0.44374976,Grupo 5
125071,-0.7323916,-0.12005751,Grupo 6
362483,0.4966128,0.1993736,Grupo 4
168100,-0.02424395,0.16704248,Grupo 6
130085,0.33049524,0.2037578,Grupo 3
122627,-0.31405246,-0.4479844,Grupo 1
340261,0.07458353,0.3437028,Grupo 3
417639,-0.49019706,-0.53417146,Grupo 1
356740,-1.0686927,0.85198617,Grupo 5
125004,-0.105740905,-0.09422678,Grupo 3
448551,0.72038054,-0.25829744,Grupo 4
34301,0.65816593,0.2644268,Grupo 4
135254,0.04771197,-0.16987,Grupo 6
197066,0.8726902,-0.20486175,Grupo 4
195314,-0.036421776,-0.26281154,Grupo 6
388073,-0.50628257,0.05273623,Grupo 6
296254,0.3521421,0.053209662,Grupo 4
51124,0.44260502,0.30585915,Grupo 3
169677,-0.32548296,-0.3720731,Grupo 6
234207,-0.40259266,0.39699638,Grupo 6
24870,-0.032661796,0.243556,Grupo 3
54670,0.48779917,0.1644802,Grupo 3
153685,0.51856804,0.09703235,Grupo 3
338275,0.5786326,-0.45113987,Grupo 4
294482,-1.267276,0.09511955,Grupo 5
383030,1.0910444,0.2281405,Grupo 4
226598,-1.1438745,0.2695002,Grupo 5
169963,-0.13635647,0.6280494,Grupo 3
17069,-0.5008949,0.33755833,Grupo 5
204854,0.26518524,0.27151853,Grupo 3
206505,0.6520412,0.053788252,Grupo 4
34021,0.77735424,0.60320306,Grupo 4
93608,-1.012006,0.022813879,Grupo 5
43454,0.24570537,0.12208597,Grupo 2
439319,0.31480145,0.41144705,Grupo 3
78847,0.30345047,-0.23436095,Grupo 3
170564,0.64207435,-0.104491755,Grupo 4
347746,0.107445836,-0.07405004,Grupo 3
322805,-0.62896967,0.28369662,Grupo 5
169302,-0.061157227,0.08585936,Grupo 6
19339,-0.4308865,-0.602124,Grupo 1
235639,-0.44963586,-0.01687647,Grupo 6
126009,-1.0561417,0.33399993,Grupo 5
415277,-0.05258107,-0.19641075,Grupo 3
401205,-0.50286126,-0.22442813,Grupo 6
458458,-0.48276877,0.2462722,Grupo 5
193987,-0.26180422,-0.3507681,Grupo 1
172257,0.021413922,0.011519626,Grupo 3
238881,0.5127971,0.4630927,Grupo 3
139638,-0.7414913,-0.23894022,Grupo 5
22294,-0.41526103,-0.15790361,Grupo 6
206968,-0.24996722,-0.477356,Grupo 6
196438,0.107316494,-0.11235364,Grupo 2
109358,-0.01221323,-0.2081552,Grupo 3
195170,0.17745042,-0.11964517,Grupo 6
120446,-0.644024,0.35092515,Grupo 6
313387,-1.0456915,0.2627962,Grupo 5
81949,-0.17960775,-0.20494825,Grupo 6
307259,-0.261734,0.26138073,Grupo 6
72550,0.8151605,-0.35484242,Grupo 4
65625,-0.2746997,0.21688932,Grupo 6
144224,1.1093693,-0.27481705,Grupo 4
435271,-0.68224114,-0.31304795,Grupo 5
231852,0.30909765,0.42408895,Grupo 4
451354,0.879915,0.36229524,Grupo 4
339255,-0.8306415,-0.8458817,Grupo 1
422829,-0.4392358,-1.21619,Grupo 1
299830,0.057614207,0.2598254,Grupo 2
41983,-0.36550403,-0.84623635,Grupo 6
138602,-0.0062259436,0.6034137,Grupo 3
15409,0.35503888,0.26765978,Grupo 2
170921,0.59506917,-0.0496985,Grupo 4
266051,0.17633629,-0.29441592,Grupo 2
398174,0.49174047,0.052358136,Grupo 4
8261,0.17471492,0.3894106,Grupo 3
67572,0.15103948,0.19458655,Grupo 3
460633,-0.29529476,-0.17008552,Grupo 6
273887,0.49790645,0.1869188,Grupo 4
154968,0.54574275,0.10403861,Grupo 3
293279,-0.8034236,-0.4589406,Grupo 1
37074,-0.25514805,-0.5143822,Grupo 6
2364,0.6650162,0.17969579,Grupo 4
69383,-0.3965093,0.58930075,Grupo 5
67422,-0.5064919,0.33255604,Grupo 5
38051,1.0400577,0.11973329,Grupo 4
329169,0.36767244,0.27578783,Grupo 4
93219,-0.39427114,-0.20948796,Grupo 3
247785,-0.77415603,-0.37938142,Grupo 6
50095,0.5784352,0.15241721,Grupo 4
103015,0.50073624,-0.21177216,Grupo 4
283402,-0.04829395,-0.26261598,Grupo 6
58765,-0.146909,-0.15966791,Grupo 6
387215,-0.29116237,-0.2558133,Grupo 6
108361,0.2072208,-0.041343547,Grupo 3
239982,-0.11023736,-0.7809869,Grupo 1
169013,-0.4718473,0.1380407,Grupo 6
371228,-0.3588202,-0.04063075,Grupo 6
53304,0.75685024,0.16012001,Grupo 4
155870,0.25103998,0.2284621,Grupo 4
380111,0.74698424,0.029547282,Grupo 4
76262,0.65793777,-0.24432002,Grupo 4
382613,0.34748363,0.27996618,Grupo 2
33371,0.28940904,0.11369814,Grupo 2
442291,-0.14051223,0.42068607,Grupo 3
60513,0.94724655,-0.070151806,Grupo 4
187849,-1.0829942,0.08986977,Grupo 5
402840,0.979157,0.29884237,Grupo 4
180581,0.50862503,-0.028651245,Grupo 4
294557,-0.4952867,0.2755121,Grupo 5
138966,0.5899794,-0.32222438,Grupo 4
223242,-0.532925,0.6536077,Grupo 5
233633,-0.23829079,0.30242106,Grupo 3
140136,0.98425865,0.31049076,Grupo 4
396864,-0.27949142,0.2735382,Grupo 6
447950,0.38859963,-0.12035931,Grupo 4
134554,-0.08136308,0.01246009,Grupo 6
431785,0.4959364,-0.23965739,Grupo 2
109882,0.6780665,-0.16893053,Grupo 4
266159,0.59786963,0.2098471,Grupo 4
459701,-0.8947327,0.74806535,Grupo 5
144218,0.35106087,-0.21754172,Grupo 4
25156,0.23762488,-0.3584698,Grupo 4
257746,-0.3724513,0.008642368,Grupo 6
449391,-1.2320038,0.5937557,Grupo 5
455402,0.858557,-0.33789754,Grupo 4
32269,0.21095085,0.14440542,Grupo 3
386562,0.20809317,0.47304365,Grupo 2
286195,-0.52767134,-0.024181679,Grupo 6
267593,-1.7024701,0.75888205,Grupo 5
286171,-0.33393598,-0.042455234,Grupo 6
377620,0.3827865,0.41863406,Grupo 3
455491,-0.7670915,-0.6817454,Grupo 1
264812,0.92109704,0.22209364,Grupo 4
382516,0.05589199,-0.47687614,Grupo 6
26382,0.17462802,-0.19678739,Grupo 2
235710,0.62404084,-0.296421,Grupo 4
126806,0.5594497,-0.15513134,Grupo 3
128988,0.4217348,-0.38524905,Grupo 4
217388,0.22341466,0.6758927,Grupo 3
295667,0.9530778,-0.35190472,Grupo 4
346912,0.02081573,0.030034766,Grupo 3
170699,-0.013909817,0.6234174,Grupo 3
74473,0.8160262,-0.0032081977,Grupo 4
375919,-0.32907176,0.22885567,Grupo 2
163905,-0.21074724,-0.010033414,Grupo 6
437382,-0.7805146,0.5405327,Grupo 5
397087,0.543622,-0.04217284,Grupo 4
365924,0.14016938,0.16745359,Grupo 3
62950,-0.45724416,0.5262644,Grupo 6
5987,-0.03721249,-0.6335219,Grupo 6
337693,0.9017861,-0.5209793,Grupo 4
464196,-0.28738487,-0.010926053,Grupo 3
356696,-1.3360189,0.34835994,Grupo 5
262595,-0.5783192,0.9281235,Grupo 5
407208,-0.629125,-0.6291754,Grupo 1
374301,0.99143124,-0.2284699,Grupo 4
83570,-0.70008487,0.09046674,Grupo 5
45491,-0.48955536,0.27103946,Grupo 6
354677,0.12629962,-0.20159191,Grupo 3
131028,-0.9976404,0.38922283,Grupo 5
457521,0.8269377,-0.41286016,Grupo 4
218815,-0.07566011,-0.25406396,Grupo 3
44208,-2.0149055,-0.7093873,Grupo 1
381501,0.45051146,0.015476316,Grupo 3
107809,0.55761266,-0.03838183,Grupo 3
137603,0.81282926,0.28795466,Grupo 2
66203,0.14605844,-0.13503073,Grupo 2
179570,0.54471254,0.38117355,Grupo 3
270346,0.56410193,0.49459437,Grupo 3
251655,-0.049757957,-0.17212282,Grupo 6
328117,0.26479626,0.15507586,Grupo 2
65808,-0.04349363,-0.39728713,Grupo 2
41469,-0.5562136,-0.107111014,Grupo 6
387010,-0.68039745,0.15207544,Grupo 5
345785,0.6347158,0.18188179,Grupo 2
31686,-0.17549992,0.38203958,Grupo 3
184487,-0.8145229,-0.02351487,Grupo 6
320534,-0.17611289,-0.23474759,Grupo 2
397949,-0.704509,0.29064384,Grupo 5
441087,0.48726463,-0.10146715,Grupo 4
55292,-0.16552556,-0.30970263,Grupo 6
336552,-0.28540337,-0.6430416,Grupo 1
163971,0.3242774,-0.15024546,Grupo 2
11307,-0.27073848,-0.43871668,Grupo 6
21120,0.4192717,0.14639488,Grupo 2
254861,-0.9267715,-0.38940826,Grupo 6
35837,0.3694172,-0.22410087,Grupo 3
454112,-0.23407936,-0.80102646,Grupo 1
111405,-1.3514704,-0.6687763,Grupo 1
87500,0.13035583,-0.522655,Grupo 3
290675,-0.52413034,-0.6324632,Grupo 1
427775,-0.43577814,-0.49624676,Grupo 6
176905,0.1031549,0.7614527,Grupo 3
125009,0.41982388,0.19730714,Grupo 3
352816,0.73424053,-0.23938195,Grupo 4
125878,0.574878,-0.03133901,Grupo 4
97803,-0.62435377,0.12927625,Grupo 5
134303,0.5462668,-0.007308606,Grupo 2
375512,0.30419934,-0.24070622,Grupo 4
415631,0.28314734,0.5476948,Grupo 3
300383,0.8150654,-0.10608083,Grupo 4
356479,-0.6088079,0.6625633,Grupo 5
463788,-0.31738234,-0.8819593,Grupo 1
92242,0.45718408,0.4593083,Grupo 3
91826,0.47274995,-0.31050897,Grupo 4
201641,0.64713097,0.13433412,Grupo 2
161427,-0.5638516,-0.25903213,Grupo 5
290282,-0.9969202,0.41997942,Grupo 5
324194,-0.40590882,-0.10454881,Grupo 6
174149,0.5170677,-0.077206194,Grupo 4
161412,0.4444995,-0.09469994,Grupo 2
406333,0.17183506,0.05432743,Grupo 2
417516,-0.3111961,-0.4220234,Grupo 1
26962,-0.54348266,0.064389974,Grupo 6
227245,-0.5332445,-0.06463239,Grupo 6
31945,0.6380136,-0.12484358,Grupo 4
412297,-0.25565076,0.88813317,Grupo 2
73564,0.6105709,0.31134146,Grupo 3
367701,0.44308615,-0.7305448,Grupo 4
127289,-1.2544814,0.24977237,Grupo 5
79042,0.625901,0.24445862,Grupo 3
349388,0.24511552,0.20650023,Grupo 2
433287,0.87196136,-0.15348437,Grupo 4
214723,-0.7608835,-0.40450034,Grupo 1
97993,-0.0980463,-0.16945216,Grupo 3
157068,0.31506765,0.09462327,Grupo 4
435324,0.7628505,-0.29902673,Grupo 4
301863,0.4089775,0.2706793,Grupo 3
230877,0.8184805,0.14733139,Grupo 4
185273,0.45414948,-0.009313472,Grupo 3
140801,0.48991013,0.45319995,Grupo 3
293254,-0.9773313,-0.34270817,Grupo 6
374716,0.85597944,0.16380064,Grupo 4
332864,0.8592284,-0.27690238,Grupo 4
365842,0.8711617,-0.2551394,Grupo 4
378499,0.8176279,-0.36342767,Grupo 4
114681,-1.583204,-0.78949976,Grupo 1
387983,0.40695667,0.21385953,Grupo 4
209017,-0.18469882,-0.3031845,Grupo 6
328486,-1.6595651,0.6379174,Grupo 5
447756,0.048149347,-0.49294016,Grupo 3
213657,0.029732585,0.0076669008,Grupo 3
324963,-1.1017388,-0.043460507,Grupo 5
321913,0.34444594,-0.35203165,Grupo 2
11001,0.89658,-0.16764942,Grupo 4
288170,-0.6505873,0.9208765,Grupo 5
346220,-0.30333984,0.5224352,Grupo 5
76722,-0.010553598,0.386456,Grupo 2
75493,-0.2657056,-0.39580208,Grupo 1
28983,-0.9703785,0.7699232,Grupo 5
8748,-1.1100415,0.83388627,Grupo 5
121739,0.15737534,-0.5612926,Grupo 4
73105,0.15222871,0.23994464,Grupo 2
228193,-0.055515766,0.6340972,Grupo 2
225954,0.46897483,0.17554967,Grupo 4
108924,-0.37923014,-1.4527633,Grupo 6
162814,0.5084522,-0.3037672,Grupo 4
457531,0.15370393,0.10645816,Grupo 3
30039,0.77561235,0.3652713,Grupo 4
250093,0.3122177,0.39378446,Grupo 3
20740,-1.2599787,-0.3521918,Grupo 6
388338,-0.41523182,0.5514976,Grupo 2
216414,-1.148293,-1.2455521,Grupo 1
50372,0.59099555,-0.07140173,Grupo 4
161516,0.41442156,-0.009085085,Grupo 4
413659,0.37265253,0.19011831,Grupo 3
118448,-0.5825329,-0.2872095,Grupo 6
69150,-0.24370825,0.4384534,Grupo 5
89854,-0.054160595,-0.24248926,Grupo 6
285046,-0.4430039,-0.32403708,Grupo 6
330255,0.45646667,-0.271855,Grupo 4
231313,0.0626024,-0.00080960244,Grupo 3
347266,-0.22303867,-0.40224132,Grupo 6
109786,-1.1630467,0.14117064,Grupo 5
323172,-0.29819822,0.01961644,Grupo 6
21418,0.58107424,0.33571875,Grupo 2
114944,0.50223565,-0.5504481,Grupo 4
308629,0.67991614,0.30376768,Grupo 4
322018,-0.11218524,-0.1489596,Grupo 6
176669,-0.20339298,0.83587027,Grupo 3
65246,0.33204973,-0.3434172,Grupo 2
221022,0.52548814,-0.2661651,Grupo 3
57332,0.7474861,-0.2194942,Grupo 4
130877,-0.6920068,0.4255224,Grupo 5
236399,-0.6321058,0.30483592,Grupo 5
167800,-0.3450191,0.0043703243,Grupo 1
285977,0.7122381,0.2440112,Grupo 4
394325,0.9150841,-0.33550024,Grupo 4
288855,0.80703783,-0.19249327,Grupo 4
13790,0.632545,-0.06375607,Grupo 2
350667,0.0056060553,0.29074728,Grupo 6
422659,-0.44283414,0.5011568,Grupo 5
359236,0.2641759,0.49152324,Grupo 3
260349,-0.06379354,0.42914286,Grupo 6
421561,0.6312032,-0.14587264,Grupo 4
350041,0.80892634,-0.14329824,Grupo 4
47861,0.06852448,-0.2535119,Grupo 6
193146,0.45000148,-0.8657179,Grupo 4
365600,0.33615375,-0.13594162,Grupo 3
58676,-0.54780006,-0.3744734,Grupo 1
123212,-0.8627402,-0.2468908,Grupo 5
246475,0.14536262,0.5521065,Grupo 2
445734,0.5462229,0.16210444,Grupo 2
266078,-0.05645454,-0.6539304,Grupo 6
63987,0.89545035,0.23928988,Grupo 4
47737,0.5917175,-0.64014256,Grupo 4
375234,0.54577994,-0.19416387,Grupo 3
207993,-1.2574569,-1.2983098,Grupo 1
20385,-1.0099373,0.500985,Grupo 5
242976,-1.264271,0.62075937,Grupo 5
376008,-0.5886116,0.4789513,Grupo 5
131416,0.7471354,-0.008876987,Grupo 4
316036,-0.37610233,0.76313746,Grupo 3
103898,0.81655693,-0.09121244,Grupo 4
97565,-0.30148518,0.184697,Grupo 3
147996,0.6076927,0.45485243,Grupo 2
415249,-0.32693803,-0.5637027,Grupo 6
141277,-0.44858003,-0.8844695,Grupo 1
382134,0.34696984,0.32746854,Grupo 2
445677,0.39435148,-0.03745108,Grupo 2
451379,0.68140984,-0.07057664,Grupo 4
140848,-0.90916115,-1.0901943,Grupo 1
123665,0.26264167,0.70689476,Grupo 3
250462,-0.06633079,-0.6364455,Grupo 1
385995,0.05203259,-0.29223293,Grupo 3
35883,-0.46335495,0.35641235,Grupo 5
169413,0.86249566,-0.12709257,Grupo 4
398597,-1.0143135,-0.6791767,Grupo 1
268984,0.83650255,-0.43555805,Grupo 4
31933,-0.78031915,0.098211825,Grupo 5
52039,-1.1614852,-0.4021266,Grupo 5
448476,-0.028516173,-0.36560982,Grupo 6
254678,-0.79368216,0.6707505,Grupo 6
358982,0.34310365,0.20648038,Grupo 4
217398,0.05882573,0.8935853,Grupo 3
85049,0.18560112,0.041253686,Grupo 2
118909,0.3186909,0.3584867,Grupo 3
288484,-0.04767084,-0.27910736,Grupo 6
288359,-1.2044733,-1.3096516,Grupo 1
280481,0.6974025,0.20192498,Grupo 4
233306,-0.5121983,-0.6563275,Grupo 1
420264,-0.30528116,0.19030738,Grupo 3
151486,0.3349347,-0.45232257,Grupo 4
415267,0.027162313,0.5390743,Grupo 6
343837,-0.15411782,-0.49388188,Grupo 1
205387,-0.99296004,-0.042278994,Grupo 5
256039,0.69650865,-0.14476727,Grupo 4
354374,0.7740991,-0.19374315,Grupo 4
40401,0.47363448,-0.34776053,Grupo 2
288669,0.8662214,0.08634272,Grupo 4
345755,-0.071519256,-0.7430016,Grupo 1
266073,0.408947,-0.4160763,Grupo 4
50685,1.0546756,-0.200155,Grupo 4
265941,0.4693334,0.5564085,Grupo 4
202337,0.74886656,-0.16784632,Grupo 4
189614,-1.4231111,-1.0322026,Grupo 1
212371,0.2286712,0.121785775,Grupo 2
253190,0.85381746,-0.49760687,Grupo 4
255860,-0.7533401,0.12309262,Grupo 5
236409,0.11539543,-0.4800248,Grupo 1
387003,0.25372672,0.32944062,Grupo 3
38272,-0.42559612,-0.20547411,Grupo 6
274700,-0.015428305,0.20694941,Grupo 3
119977,0.13401592,0.0023065433,Grupo 3
150552,-0.52460885,0.9102452,Grupo 6
20241,0.68175817,0.34225613,Grupo 2
200488,-0.18044639,0.016594298,Grupo 3
15257,-0.21116579,0.64062977,Grupo 3
123562,-0.039584756,0.38229027,Grupo 3
122080,-0.59303594,0.37713847,Grupo 5
335006,0.5642359,-0.13879016,Grupo 2
210525,-0.28196132,0.17409003,Grupo 2
235233,-0.29102528,0.122764155,Grupo 3
135987,-0.17075181,-0.64099026,Grupo 6
118195,-0.28938782,0.48427108,Grupo 2
274840,0.6216233,-0.20124725,Grupo 4
251430,0.6212082,-0.3585507,Grupo 4
232762,0.5293734,0.60999167,Grupo 2
118893,0.7273047,-0.42988813,Grupo 4
280753,-0.45644963,0.3850579,Grupo 6
91106,0.2804718,-0.4078007,Grupo 4
70727,0.01734531,0.12869269,Grupo 3
357506,0.6113138,0.24953741,Grupo 4
328006,-0.39150167,0.6079961,Grupo 5
461558,0.58247733,0.19295236,Grupo 3
162474,-0.5302533,0.48130146,Grupo 5
296208,0.35610294,0.26824874,Grupo 2
232406,-0.33288026,0.31814608,Grupo 3
394989,1.007932,0.26072395,Grupo 4
407819,0.48942423,0.025276855,Grupo 2
404416,-0.28267288,0.5593649,Grupo 6
13741,0.37604737,0.27092427,Grupo 2
72863,-0.72744113,-0.48079446,Grupo 1
381328,0.06294942,0.29561815,Grupo 2
425393,-0.49479246,-0.7621393,Grupo 1
335470,0.06457627,-0.18262237,Grupo 2
100653,-0.9718099,0.630842,Grupo 5
132280,0.408751,-0.07729536,Grupo 2
66422,0.2626871,0.18397436,Grupo 2
90521,0.23098814,0.30620673,Grupo 6
197071,0.3549316,-0.12188241,Grupo 2
217237,0.048870802,0.45609334,Grupo 3
332434,0.30142772,-0.16415724,Grupo 4
353113,0.3329376,0.16515552,Grupo 4
260881,-0.35809898,-0.063062295,Grupo 6
389072,0.49122787,0.0941093,Grupo 3
441620,-0.59694254,-0.34500742,Grupo 6
212496,0.2407471,0.2681889,Grupo 2
27164,0.75154257,0.07215397,Grupo 4
89034,0.4067397,0.26608923,Grupo 2
356320,-0.732953,0.33296224,Grupo 5
385305,0.067448854,-0.007148396,Grupo 6
203968,-0.58237123,0.11453314,Grupo 5
98777,0.15210092,0.07276839,Grupo 3
430234,0.95043564,-0.039273754,Grupo 4
283230,0.25032437,-0.5730225,Grupo 2
229719,-0.18152976,-0.16647878,Grupo 6
46991,-0.3711747,0.10955614,Grupo 6
160830,-1.1939754,-0.15676072,Grupo 5
253430,-0.43773293,0.52633345,Grupo 6
82668,-0.71685,0.061159045,Grupo 5
